,Open,High,Low,Close,Volume
2014-02-19,361.21986268015064,367.0551857239773,363.03995606243313,366.65075447644995,17643247.885709405
2014-02-20,364.489901704385,363.7382412993063,359.18069530071693,359.24641275671985,38740208.07472223
2014-02-21,356.88007446735145,362.98824525603135,357.134515624076,361.0017129111479,15416668.70049211
2014-02-24,360.76291787819815,349.5766478415505,347.1033543362372,349.15082908876275,26653888.519042734
2014-02-25,349.4095472658105,343.3132299637092,338.71145064931824,341.50328887893795,27449486.42079701
2014-02-26,340.3524560671483,348.48560479001173,338.9697452784569,343.15202873499777,15619632.981500553
2014-02-27,342.03309493601705,349.78195538400445,347.9046580597186,348.1151835480781,34762672.32147123
2014-02-28,348.70204911551815,353.17176678038356,348.2617435286825,349.6228426019317,4204020.736874784
2014-03-03,350.2137016633323,350.62617573987256,345.6099421512317,349.36348445304884,9766875.589349357
2014-03-04,349.21914918601357,352.3322974378197,340.8017908330968,347.96618096062747,11387948.074267808
2014-03-05,348.7815862992386,343.56797471594916,337.0217152410469,339.45612688906346,11947406.750034327
2014-03-06,338.26246004244945,342.0476584179783,331.7641703822835,335.63974095080994,21295658.66696252
2014-03-07,335.2815345220098,335.7147971670853,330.94559812629143,333.39880359463103,20809105.584977213
2014-03-10,335.0510856341257,344.2548953020795,333.4833129952137,340.16881174569863,21919289.40685057
2014-03-11,340.23854206491313,345.6610953445874,341.8666157429837,342.7176968817952,24249900.27399374
2014-03-12,342.8475900932079,337.93350535568015,329.8349609854405,332.6853177210625,11193345.761768961
2014-03-13,334.9947604059283,336.3219090577868,334.4989483737811,335.08644343942865,9789239.03280751
2014-03-14,333.68269022906577,337.4604070411495,330.95782371094674,333.304094359662,21944830.492205653
2014-03-17,334.101406992571,332.09160162747696,326.61081584619416,329.8382076096651,13134675.542389434
2014-03-18,331.48886293964296,336.4664059180288,330.9727420237737,333.9236206438933,8208204.765755263
2014-03-19,333.5983459666906,343.4706138569399,338.41621476421,340.5586619414074,29254806.94474777
2014-03-20,341.4380595214797,349.9952315929352,344.1442775367582,346.69695013500336,36158885.40771829
2014-03-21,345.6770637012342,344.57595821641706,332.98210984592413,342.0778914011522,39210799.360509574
2014-03-24,341.3738689532014,343.8725524145928,338.5100720305351,340.7079617743731,19764267.16464075
2014-03-25,341.10167244758213,349.1996189133601,339.40818792193176,343.2042833840415,24614551.83071237
2014-03-26,344.0274835690075,354.5288355071138,348.2291096657794,349.6640649305292,35705540.38412702
2014-03-27,350.84189788689076,351.79150547962524,343.81057966069505,347.2032398185681,13061433.270453688
2014-03-28,348.8420356336325,348.3831287728508,344.2807979865487,346.55789055164803,31365563.896785237
2014-03-31,346.48777523426895,341.25482032051883,338.46347566755327,340.3479444928558,20657322.870434526
2014-04-01,341.5688590574211,338.3221873346569,327.42720151381604,333.739344288915,28423821.649871983
2014-04-02,333.39679841968405,343.5784120115868,333.97577602135755,339.0834269051046,19755230.037859578
2014-04-03,340.00232237565274,353.6737878839381,344.7499961247232,347.81791706563297,34415261.44898932
2014-04-04,348.0344894275988,349.39894934598135,345.85012521281635,347.8766009018032,20128437.962849874
2014-04-07,348.34203472906586,356.9518302259851,352.53465887248075,354.6033954580027,8570981.283062413
2014-04-08,355.054213775414,358.028004853099,348.7166640434928,357.37154727992254,37200978.848086685
2014-04-09,355.6552540742335,355.81261833345366,351.4744173572592,353.8152697967498,11207759.909003094
2014-04-10,352.62408504457505,361.56606499557245,351.3682942214259,356.5812646406512,33679887.96851611
2014-04-11,356.69097458337393,368.80618453872523,360.78848051897637,366.8979381900887,17205865.053472806
2014-04-14,365.0454529883565,371.4975985138277,363.7299407189153,367.14949159397077,32407090.793176867
2014-04-15,368.0661702510205,380.5127450924111,376.80682888827397,377.9213454694642,31745661.34117671
2014-04-16,378.9107772338085,364.89371385682756,358.9119394661002,361.30081492713464,22319109.618069228
2014-04-17,361.65560997851594,367.4911335036533,362.63873519984116,367.08225832046054,23211304.355636448
2014-04-18,365.84968708287,371.26975587308743,366.99100871869865,368.13645203004114,22235410.073431212
2014-04-21,369.663850237422,370.3369527941788,363.3684876192089,366.68955928289313,6576215.183404085
2014-04-22,368.93749317301194,370.3105459997212,367.59643423981515,367.7807210541544,19097107.185879704
2014-04-23,367.94303292493896,356.2234923405957,353.31071118132365,355.58953328827187,10302016.67603422
2014-04-24,356.1345736861854,360.1367452914512,351.82243545364076,354.7320593067927,19608542.82642841
2014-04-25,354.9468137920317,362.0272031843686,354.06353856340394,357.49966860956437,10164492.145137386
2014-04-28,358.06894180483334,371.44695015818365,366.9963878744428,367.47817633905174,9953216.719172524
2014-04-29,367.3463942724633,370.8806282062883,359.1001540183744,364.63586082984267,40158696.16209375
2014-04-30,364.598052706042,360.80918776827104,358.38828211459315,359.97889612934887,30725577.528079532
2014-05-01,360.95834384740175,363.9309888784025,356.59472798058454,357.3261090503461,17962755.321129847
2014-05-02,359.84943506483603,368.6248281893394,361.0097031756366,363.6812545672777,19742152.744938087
2014-05-05,362.1569190866329,368.73359101644144,363.3168029419649,366.3229412578833,15901504.780397667
2014-05-06,366.208872337595,368.8152145778713,360.1738115894359,363.43144262665845,23934237.037157767
2014-05-07,362.14666953386194,367.7693590708781,361.3292840162526,367.26905087363554,12837166.221214216
2014-05-08,369.0273508376558,369.5461323123209,365.99667900987066,368.42137316450646,29584243.024250332
2014-05-09,367.77233983579873,376.93252927951096,372.5675047005023,375.30054922999653,15860446.008224104
2014-05-12,373.6791595973396,372.9799054413021,370.67592822682445,371.18850009279254,14591632.675079426
2014-05-13,371.8998438556598,370.1832638323032,364.7934708896242,369.5695366499768,18196481.789709635
2014-05-14,371.5085383098102,373.18452424392217,364.20007799310594,367.54690660410483,13393886.117269175
2014-05-15,368.27934546095327,361.0134342969731,356.73531326410136,358.7009347114823,21215094.49161078
2014-05-16,358.92138599650434,364.78845791862483,359.89757085854677,361.1355609540723,13758962.957984583
2014-05-19,361.57909911277255,365.02260685143926,357.30327164984425,363.3591878045824,22751556.469662644
2014-05-20,364.90475163636677,365.0079345723648,363.71318958086096,363.9439009761838,33061683.95263108
2014-05-21,362.99067301165144,366.4835941418509,361.3753324630401,362.99149107407015,12562433.77912639
2014-05-22,362.869712864769,355.8161326492714,350.9854167167898,354.58447289742264,16862361.85815505
2014-05-23,354.1032490462446,355.20930300483013,352.2448964111969,352.53420446214756,22669878.713431377
2014-05-26,351.30122824754176,351.0649841024044,350.6539912079524,350.9913144536339,14475290.327210696
2014-05-27,350.6457141196722,353.5478727644367,344.9971483451723,346.64150663256754,22703793.80075202
2014-05-28,347.79536913636207,350.9192607612108,341.9878832533506,346.2558262371041,23761608.457408205
2014-05-29,346.8448946315142,352.35669824484313,347.6883220834912,349.3403113795724,30938539.694259282
2014-05-30,350.016215299316,367.41565845799477,352.52997724342475,361.77834149024056,13294849.90240755
2014-06-02,361.93735153588057,364.5395618564785,362.7381771937808,363.47744291747534,11234440.872047154
2014-06-03,364.0485402745075,369.83348077212804,364.8114173289241,365.7152070744661,15434157.351649541
2014-06-04,364.83789685682694,369.1771820700973,364.1265951956769,365.81212657943337,11095011.447139671
2014-06-05,365.47261681756254,357.59368716560397,350.84870093857256,354.19900126079057,23869962.275145996
2014-06-06,354.40308315894794,360.1835122514825,352.8024449795549,354.63904254872443,10069349.50986101
2014-06-09,354.9344193647471,360.0365400180784,351.4769359015521,355.6285411019807,57793711.20183754
2014-06-10,355.9703090397898,375.68064852198097,371.2677192509744,372.0596368998517,34409603.21623004
2014-06-11,371.9052620109157,372.0928350899112,371.2687974632642,371.3763295949153,18113538.510855738
2014-06-12,370.9560692117241,374.7801411781975,372.8995797864162,373.94261359441276,27773129.940806508
2014-06-13,377.501921938327,377.0111787325067,372.2931512177314,374.29241356154097,7940456.963974022
2014-06-16,375.3120105600492,370.37249123544285,365.43259378203527,367.2289256104355,63564708.821724616
2014-06-17,367.684366909904,375.77959891880806,372.99737482921876,375.32216465224593,13400130.581479568
2014-06-18,375.0596715313063,389.4876027403088,379.3238926358381,380.92812489779925,16947546.10782953
2014-06-19,380.41282791903296,393.47916398298764,380.8833232018058,386.8644152639044,7116422.3079810245
2014-06-20,386.7126387589123,385.6908523679266,375.404027365836,381.2633516610619,22954532.470300622
2014-06-23,381.59843354107807,394.71415379998024,389.0686366432612,391.4136671901713,10352206.43749186
2014-06-24,389.2117992191292,384.97390559488485,381.3448101905578,382.4015871788766,18938552.109794065
2014-06-25,380.6054076385492,387.85842240026705,385.1928534158077,386.9728392215878,13711495.127674866
2014-06-26,386.2341765492768,406.2261488145892,401.0435318137661,402.81635545045646,10501307.680732084
2014-06-27,403.06675070147526,400.1519744709127,394.7599003855325,396.36804092721263,12039477.07965161
2014-06-30,396.0836223342738,393.20074215702124,391.4861009931724,392.98482193339146,20151238.991996855
2014-07-01,394.73132901579953,398.19486125657306,392.6421283045039,394.2503633066757,9484190.661220957
2014-07-02,392.50094976194083,394.0979419866055,389.1087757272522,391.33183416338073,12378559.734269137
2014-07-03,390.4507513306837,382.6545886781096,379.74359084595574,381.34016809398986,25078438.386332337
2014-07-04,383.0831554444755,383.4985484026832,378.8760789016826,382.4133778093407,66129285.37972081
2014-07-07,382.5638327502614,377.9936941204651,372.0990628399893,375.91923390082457,22854914.428502377
2014-07-08,376.91844757183304,387.05169940173926,378.7503099856726,379.71331210928616,11378674.399496602
2014-07-09,382.05717378373333,378.4667397929805,368.3755424797978,374.22330248348936,14981478.520628536
2014-07-10,373.44519920001176,385.263081264249,384.44151232152177,385.2581155126704,18286558.119733006
2014-07-11,385.14334764679785,384.7372239061782,379.93312032865185,380.58270028314007,15114571.56152545
2014-07-14,380.27178445644097,379.5495460797002,375.1643598619645,379.0628960613854,28272817.798858732
2014-07-15,376.84665911875595,390.7810395678744,384.0047675551052,385.19716509926644,20067638.63438814
2014-07-16,384.83864014608463,379.4967291822964,373.795442919263,377.54360095990694,28340672.12192001
2014-07-17,378.542839137289,382.5447044094625,377.281707544398,379.7202755613153,15381259.653123572
2014-07-18,380.33659361822356,395.4556209670384,382.8792939673808,389.24529791739656,34922169.883959986
2014-07-21,389.9688952979518,379.0865089584864,374.4209511571271,378.9815240316336,16562298.965743333
2014-07-22,378.5548315197529,381.03281744758823,380.50507238705757,380.88704850398653,11075958.11085159
2014-07-23,380.13808901190384,385.0291838017016,382.9704274591805,383.3049233850569,53465252.04575989
2014-07-24,384.7672415458495,394.8374094070298,382.27716287731675,389.2975982641756,7227425.481297756
2014-07-25,388.71721820930327,381.9547019128583,380.164645815573,381.52888650654205,12441061.275949376
2014-07-28,381.8656374116955,376.7663597801718,372.2900063323055,373.40832352525507,13155735.615130708
2014-07-29,373.59133994884286,379.57140852040766,375.45988153454243,377.57289748490126,63087641.49015808
2014-07-30,379.2322472629597,384.556554398787,378.01396028103665,380.2556933692516,44424947.84191343
2014-07-31,381.3654648913301,388.450871208258,380.09595606297626,382.63422998601203,37990488.65019123
2014-08-01,381.1502841388394,387.6854200988206,380.9307676253952,385.6718152762981,15257061.220009124
2014-08-04,384.30024259354906,383.8657674468989,381.6035265518948,381.75411731581124,60549472.60077387
2014-08-05,382.41769699801586,389.75898512153685,383.5972081135721,384.0279802689428,21640093.178542893
2014-08-06,383.9538650514362,387.9670197159229,382.58220999212426,386.7223730178459,29341516.04673396
2014-08-07,386.1946580640167,384.7359204309962,377.19580573920933,382.56719469170974,19692137.579688467
2014-08-08,383.7346100091825,399.723547762515,395.5369627689206,396.10216653805105,17560261.36546919
2014-08-11,396.3249883893982,404.3911104002987,394.3145363023525,400.11178984194,15870823.45844616
2014-08-12,400.1747612536599,394.38711702264635,389.219985811525,392.4479688791955,16208758.773889976
2014-08-13,393.3671701876231,400.9895234729145,391.9382934138673,397.725530808473,24400840.59291864
2014-08-14,397.2782112736755,394.333071141491,388.6512089041564,391.6191643834224,21627629.85647334
2014-08-15,393.4662931431455,399.42313415006123,394.97393662444074,397.8117936901653,17718974.53105358
2014-08-18,396.8724206182319,411.0982912187725,403.8545998000812,406.7376357634102,38287893.67741834
2014-08-19,407.5400194934219,402.39942273769583,395.7869990475003,401.55365605391404,4083666.4456662955
2014-08-20,403.2846587933283,412.5576770349538,408.0606462997308,409.13976219502706,23226999.69255073
2014-08-21,407.45273085929216,417.21303674009397,410.4622727077309,412.80378252803496,25770775.342350394
2014-08-22,412.378811249189,421.9960410411823,416.58953674344775,419.50222415777995,31939809.933191627
2014-08-25,420.9421654414931,438.3615223843898,430.3591654511781,434.4416498144422,17425524.164480045
2014-08-26,435.95253668694903,434.11616543213853,425.34408503776217,433.1530044154247,19972009.965027526
2014-08-27,432.9302102290166,430.91671860336845,426.9138127091121,428.02313993597085,29469208.82375206
2014-08-28,427.08081008617654,426.8933780329012,417.316409761166,421.97262986280055,37938064.93973369
2014-08-29,423.1845030004348,420.3093688865278,413.46837460730086,416.58433930865243,15488592.19147848
2014-09-01,418.0661124416223,418.565886341189,410.22085794056414,416.69873747847487,20570533.711928573
2014-09-02,415.245336800077,423.8267820606468,415.5204207123851,419.90266633398977,41664887.181181245
2014-09-03,418.3888221324573,427.82940943785104,419.8508354471507,422.6362000389873,6223660.384759926
2014-09-04,422.92190144666233,431.3730983032354,428.3928056306518,429.52628660520037,12747886.051667117
2014-09-05,430.3380334937944,436.70356002248866,424.7672281996548,430.2691243300744,37460601.24463162
2014-09-08,429.88325687724983,444.7569614929586,440.67930937470675,442.1120387910588,31082366.80727715
2014-09-09,443.01392937905825,445.3048884556929,435.4217608363258,440.6546861683475,23373300.42310925
2014-09-10,439.71691037554496,469.9863469615567,462.30625388095433,462.9570471810046,14383379.25191464
2014-09-11,460.0293069976617,468.72343781826146,461.3456731308384,468.61563645408427,11582119.753864659
2014-09-12,468.0200752105081,463.7976624910973,457.9242465327957,462.0679784823038,13393425.447054109
2014-09-15,462.15563944687057,456.7898504636605,448.55827568970267,453.944206862106,39031767.5960443
2014-09-16,453.5687143918274,459.9147747240257,454.5104706505503,458.40319985706526,13146432.293297647
2014-09-17,456.8126433640281,465.57029971072546,456.0048578297781,457.15426368406156,18936347.81593675
2014-09-18,454.67093808326786,464.84650551874194,462.20675618957836,463.52112829810665,12348294.24184147
2014-09-19,462.80680620924113,470.13269695802916,462.31745629947324,467.94891073409275,27433332.06950069
2014-09-22,469.2107801797548,472.1897585042686,463.66217919894365,467.87300579450743,13749584.668415392
2014-09-23,469.6395550212269,461.82133680954007,454.4965925337386,461.4581218096874,17142740.89911798
2014-09-24,463.1052945831853,452.37298761895835,445.15501599798336,449.84221323573917,7757659.604713348
2014-09-25,448.74246807039714,451.3631600915004,445.95321499751634,446.93638057736763,8034041.004488596
2014-09-26,445.3921545084089,457.12288547357394,452.9304294038271,454.3952247451616,18069191.384739693
2014-09-29,455.07273452451557,460.1357576618388,452.80183553422836,456.737775296522,9279365.580559094
2014-09-30,457.6088273399249,449.5693129628583,444.7783144141835,447.41099902613206,51568709.19329811
2014-10-01,447.94844241287393,449.93583046112354,441.3390381180886,449.4473612462111,6421233.298611818
2014-10-02,446.7399027004785,457.67613587905913,448.349749743089,453.17629499899783,12064703.31910988
2014-10-03,451.9992715445132,455.0794259971109,439.93655371357306,446.8003941158309,18150937.123558346
2014-10-06,446.7606009983697,452.3462144892573,448.0413043708609,448.7070167104649,14996326.768268751
2014-10-07,449.3633509283718,454.061672397542,442.89673664204463,449.8548169723542,10363593.395758256
2014-10-08,450.8915404824364,446.9151511698249,432.10329287728234,441.5475505510199,11149646.999290776
2014-10-09,441.73867627214076,445.25285364915624,445.0486736965457,445.0819346106508,10968688.558504052
2014-10-10,445.5238315225569,458.43491580933306,444.548128130093,450.23386633649557,15595944.468447583
2014-10-13,450.3485088399682,463.87342675208527,455.95816398389576,459.6383316760501,47767061.05324595
2014-10-14,460.58471546698274,477.27513798559767,468.33834608559727,468.9322971819693,18715281.94020899
2014-10-15,469.3726422288908,459.91854258705513,453.24657096041614,458.26795214816474,32518917.684454422
2014-10-16,458.3583374489957,459.9502587186468,445.5456184999528,451.41474107781505,23193218.520924706
2014-10-17,451.05145044531696,462.0343022076434,454.2576907200122,456.2621602047876,31415548.857276227
2014-10-20,456.3734443774976,466.3500803460512,454.21600216754996,461.130890023813,4438824.57750434
2014-10-21,461.8017577121719,470.41231720850567,465.09737556586333,466.02970547944705,15458248.54557462
2014-10-22,466.4038099851294,502.75646663290325,499.02148330533475,499.5052725829354,34602968.37163397
2014-10-23,500.07627311066244,512.6855459663221,500.5538571654678,505.0078162098237,13524513.403449088
2014-10-24,507.0461739798481,520.2004513874158,511.43740421925395,515.6410709382783,43449890.880657315
2014-10-27,516.0514223595254,526.732773143938,522.7956795849137,524.737501705935,37800292.27657017
2014-10-28,523.7168340593201,531.7684491871936,524.2513092449361,531.0797018903065,14236461.71206551
2014-10-29,532.489366333933,532.0001165712913,522.4524543974763,528.3623809484103,13996257.862825591
2014-10-30,526.2012693147587,541.0207924091399,528.6940791936595,535.7384149067034,10843532.688784214
2014-10-31,534.0031671375399,532.7285304443548,524.8397731074846,528.6786043495613,13138865.132859072
2014-11-03,529.2115385707889,534.7980085678711,520.6134884171694,526.7317311526546,9718946.480436513
2014-11-04,527.5483710868926,524.4518308035443,519.7321040314422,522.5150705989328,22304252.33850215
2014-11-05,520.5670368825419,528.2225612074142,512.9420900077881,523.5828176083279,8691525.854152344
2014-11-06,522.9818527981589,547.3072375363831,544.0151245490291,545.7203507790916,24342852.29014246
2014-11-07,544.7289954742852,534.7919843179648,517.2623491115846,528.1592162841849,24640984.8233395
2014-11-10,527.3886511889174,538.8490154335083,530.4822215342114,534.8731706607629,7844161.956505441
2014-11-11,536.3894311615564,525.5598587325868,519.9581151673132,520.0897318507888,39067114.8649124
2014-11-12,521.1932396003203,517.58217855812,507.76274372980185,516.1283985436409,23270265.926182933
2014-11-13,516.0987908926995,534.7896070645601,521.9251942322016,526.5352251285251,26185891.375801537
2014-11-14,525.6735264445588,534.9523444468902,520.5232236295935,527.4361951267902,12317723.462278772
2014-11-17,525.3049504285339,523.7581049015248,509.85800092479576,517.8027181982073,24570863.173994903
2014-11-18,520.0135514068683,515.3957685294597,506.56862445178376,511.699813726216,31613001.718417045
2014-11-19,512.6095752280833,524.2785819068919,516.0238366140396,518.3286132652967,17134047.37303923
2014-11-20,517.2309167884472,514.010754854854,504.9914225180565,512.0860055593805,48976127.598185785
2014-11-21,513.1926901811507,521.2620250996332,510.38648977882315,514.5048609398895,18400982.783818915
2014-11-24,514.3964811741043,524.5920746701845,509.12481614535716,515.368582232756,31841314.928286888
2014-11-25,514.9248716950577,517.2751670112474,507.41022600850135,509.9202489992978,20840040.52634384
2014-11-26,510.58645332698273,532.015130302942,524.4325065019414,530.0949223117541,24122198.697677426
2014-11-27,528.9170395229658,541.8224471222793,534.1325395388064,536.3683831246876,7804540.065771422
2014-11-28,535.8155278594132,517.9122256119695,508.50868491980555,517.7873608080694,21669345.82411678
2014-12-01,517.9760681985006,525.8908427258077,513.8422128734436,519.9456069041922,12464495.056717558
2014-12-02,519.167127907421,519.8456701761246,509.48543204760057,514.340366101285,11789067.335392118
2014-12-03,515.3738155489152,524.3193636272243,516.9309701555748,522.6370482584209,43052631.264355205
2014-12-04,525.5758098714847,516.3221701146997,514.7548600406114,515.7912677429251,16175320.162675653
2014-12-05,514.6254061810043,518.4875505882002,506.1007944387688,515.2409316288014,10899542.78917852
2014-12-08,512.6735274153824,523.5963855497499,509.99224719873524,520.3727587792675,15041393.14933275
2014-12-09,517.2571698815368,529.246218052783,523.3756198572929,528.8532069333651,9394708.858814266
2014-12-10,528.6145341288851,523.4947483320733,509.05091565483485,518.140352060961,36866894.93007455
2014-12-11,517.1105398005661,520.4954561801616,513.2287162436699,515.592766208521,12711808.769464174
2014-12-12,515.9143805866798,515.3245760547035,510.1798471091914,511.8265562098156,23453546.61110062
2014-12-15,512.0301977402232,508.31685936732015,502.384619250152,506.56149663502543,35460702.62399875
2014-12-16,504.13096255445504,530.7619961178681,517.731258279623,523.2831069223126,14017343.961886806
2014-12-17,520.4417548802804,536.9772870349346,524.5444763789808,527.5176077716544,23485494.471396744
2014-12-18,527.9861457098276,518.9702575904155,510.54092153323546,516.33764243021,10754547.95237474
2014-12-19,516.5474660672888,527.6301512308411,520.1882940817371,525.3569325731711,61145516.665917724
2014-12-22,524.6862417403519,551.8754958062565,544.8020559951065,545.899400778788,28747816.749283373
2014-12-23,543.1922345288413,559.3948001626469,549.9601114374084,556.140364783513,16347394.690765401
2014-12-24,556.9274002813231,545.3691226616567,534.3526224192977,541.4900951213665,12230769.814091189
2014-12-25,543.5602050851023,543.8394990545954,532.3084628393809,537.158366845753,17002722.554127913
2014-12-26,537.6065154667505,551.5486372157668,541.4504724205459,549.6489753162235,15186090.295151755
2014-12-29,548.2533107852166,551.6331430468682,542.6165118391967,542.994206249983,47791320.08822853
2014-12-30,543.0667858035825,552.1573888251453,541.6206789343702,547.5383101154046,9753287.393923312
2014-12-31,545.2989027928205,558.3503127894144,554.7358033319377,555.2790415704029,19255032.777321387
2015-01-01,557.0442315747098,550.4310028928847,545.6339677573459,546.3527012103963,17835711.73358144
2015-01-02,546.4868653003251,550.2565925947944,543.7104645589908,546.0115839673114,16973725.8072102
2015-01-05,543.1229496104702,517.1401445918405,514.6973966218985,515.908563633983,17048520.57937984
2015-01-06,515.443412022013,516.0516998982149,505.04954770642286,507.44062064132834,16985097.684809946
2015-01-07,508.1464050318598,510.29985803596094,502.7266779996359,506.1253594573753,27852000.389424294
2015-01-08,505.61992046165767,501.3590008023296,489.61155298494174,496.0718605712314,24406853.674152907
2015-01-09,495.66143813377823,518.7939473717813,508.6697820426082,511.77783224073414,22194123.8762496
2015-01-12,509.9014148629499,500.9030262243579,499.20974967576836,499.9665762006591,3948663.143023677
2015-01-13,500.8170534139923,502.69054154208703,489.91927699220764,497.2994025664224,20910871.57910718
2015-01-14,496.33289296155294,502.93126545480516,498.2479343814829,499.73587756686976,7866018.908325377
2015-01-15,496.5133532338782,520.6236159437392,509.9713111585276,513.901463788173,24866756.70710183
2015-01-16,513.3294132955618,504.42025607636685,496.6676326918409,502.0289093803514,37623183.45664385
2015-01-19,503.5087828429765,517.6076270715498,509.076911236762,513.8026950225217,11327713.004796712
2015-01-20,513.2066248677547,517.2600566021242,507.5017053235036,515.0027603297613,15791651.22227153
2015-01-21,517.6949739652689,512.6255939658075,501.73611308792,507.2519806929281,13339024.41320364
2015-01-22,507.90518543329046,518.2844172671468,511.2843299269459,512.7364726937485,33384363.97055381
2015-01-23,513.2578185598002,517.7038779672383,504.89962970424574,515.7675603728296,18875894.798079483
2015-01-26,515.568927650326,513.4791449966657,506.8834619800884,511.57253624636417,42714414.87581585
2015-01-27,511.4677469347378,517.3763915116866,509.9537379150379,513.6085551507801,22136965.524427973
2015-01-28,513.2028255921499,512.850403696928,504.4597447101114,511.51017204032115,20319821.703019332
2015-01-29,511.0465406782065,520.744115698188,509.1533424821255,514.034981407505,18624448.42752522
2015-01-30,514.854286522954,524.5774837974647,516.138571094113,521.5603838219404,27095503.93122674
2015-02-02,520.0981598884067,542.848982436706,525.4278605709686,537.7713830498199,7549857.272468932
2015-02-03,536.0384265332732,530.0084389113042,523.631829392311,526.9777541914922,18784719.29090106
2015-02-04,525.2050460979326,549.4840903339488,545.17157976071,548.5139134391306,17380493.88048504
2015-02-05,551.8904736999646,531.355143620967,525.7926990290384,530.4069590255081,25869926.92452207
2015-02-06,531.2515234075843,530.5441234198279,522.5881333311985,530.23900259768,16387534.509969933
2015-02-09,530.7235848151962,541.885344986859,536.6765017213461,537.2347983700674,10708143.650461743
2015-02-10,535.5330981148444,549.7267845578273,539.0321486026963,541.084664186079,18066277.796303783
2015-02-11,542.097453741093,541.4939795671977,533.7961151824101,536.196833757527,10474581.298041763
2015-02-12,536.0093509814918,537.9345587535306,534.6328504752321,535.5988231740149,6873962.00870843
2015-02-13,535.9430596478061,538.1580915925668,529.539751050737,532.4420992778663,25891973.019401707
2015-02-16,530.884400998302,531.759984094719,523.1584431261151,528.9852142971395,24044410.17169551
2015-02-17,529.2396150186665,541.5953585427653,538.0949544635688,539.5276738804283,22735264.696415156
2015-02-18,538.8421000576184,545.3622148856086,544.471622101652,544.7772200371992,34530257.50730148
2015-02-19,543.5273933552573,540.9998350720583,535.1031385853081,539.6448016316386,12908110.21613188
2015-02-20,540.8345812918185,553.6524015257089,543.2826581449185,550.5361151004739,8800554.109676704
2015-02-23,548.0022730079642,560.0701470517115,553.8984232314037,555.1029080757882,17380638.72073844
